"","game_name","developer","publisher","Month","Year","age_rating","game_rating","Dreamcast","Wireless","Saturn","Android","iPad","iPhone","Arcade","GameCube","Genesis","Macintosh","PC","Nintendo","GameBoy","NES","PlayStation","Xbox","Wii","otherPlatform","Flight","Music","Simulation","Fighting","Platformer","Puzzle","Strategy","Adventure","RPG","Racing","Shooter","Sports","Action","otherGenre","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"6393","Samurai Gunn","other","other","TBA",NA,NA,8.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,6,1,1,0,1,7,8
"6394","Samurai Shodown","other","other","June","2019"," M",8.2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,4,2,0,2,4,5,13
"6397","Samurai Shodown II","SNK [1978-2001]","SNK [1978-2001]","unreleased",NA,NA,8,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,0,7,4,2,2,4,8,9
"6398","Samurai Shodown III: Blades of Blood","SNK [1978-2001]","Sony Computer Entertainment","December","1996"," T",6.5,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,2,2,3,4,3,3,6,9
"6399","Samurai Shodown Sen","SNK Playmore","other","March","2010"," M",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,1,2
"6402","Samurai Shodown: Warriors Rage","SNK [1978-2001]","other","N",NA,NA,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
"6403","Samurai Warriors","Omega Force","Koei","May","2004"," T",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,0,4,7,2,1,7,5,22
"6404","Samurai Warriors 2","Omega Force","Koei","September","2006"," T",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,5,3,1,3,5,4,9
"6405","Samurai Warriors 2 Empires","Omega Force","Koei","February","2007"," T",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,5,3,1,3,5,4,9
"6408","Samurai Warriors Katana","Omega Force","Koei","January","2008"," T",5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,1,5,1,1,0,1,8,3
"6409","Samurai Warriors: State of War","Omega Force","Koei","March","2006"," T",5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,0,4,7,2,1,7,5,22
"6410","Samurai: Way of the Warrior","other","other","October","2009",NA,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,2,3,2,0,1,6,6,9
"6411","San Francisco Rush 2049","Midway  Games","Midway  Games","December","1999",NA,9,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,1,4,5,4,3,7,8,18
"6412","San Francisco Rush: Extreme Racing","other","Midway  Games","November","1997"," E",8.9,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,15,4,9,12,7,8,9,17,29
"6413","Sanctum 2","other","other","May","2013"," T",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,7,4,3,2,1,9,15
"6415","Sanity: Aiken's Artifact","Monolith Productions","Fox Interactive","September","2000"," T",8.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,2,0,1,2,1,8
"6417","Savage Skies","other","BAM! Entertainment","March","2002"," M",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,1,4,3,7,1,1,8,8
"6419","Saw II: Flesh & Blood","other","Konami","October","2010"," M",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,4,8,0,6,2,3,14,4
"6420","Saw: The Videogame","other","Konami","October","2009"," M",7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,19,8,26,13,14,10,21,34,39
"6421","Sayonara Wild Hearts","other","other","September","2019"," E10+",7.9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,1,2,6,3,6,4,7,15
"6422","Scarface: The World is Yours","Radical Entertainment","Vivendi Games","October","2006"," M",8.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,17,19,5,22,8,13,4,15,29,32
"6424","Scene It? Bright Lights! Big Screen!","other","Warner Bros.  Interactive","November","2009"," T",4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,2,4,1,4,9,6,18
"6425","Scene It? Lights, Camera, Action","other","Microsoft","November","2007"," T",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2
"6427","Schizm: Mysterious Journey","other","other","October","2001"," E",3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1,5,0,3,1,1,5,4
"6428","Scooby-Doo and the Cyber Chase","other","THQ","September","2001"," E",3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,10,2,0,1,7,13,17
"6429","Scooby-Doo! First Frights","Torus Games","Warner Bros.  Interactive","September","2009"," E10+",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,2,5,5,1,4,6,7,11
"6430","Scooby-Doo! Mystery Mayhem","A2M (Artificial Mind and Movement)","THQ","March","2004"," E",5.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,3,4,1,3,4,5,8
"6431","Scooby-Doo! Night of 100 Frights","other","THQ","September","2002"," E",6.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,8,2,10,5,5,8,9,11,17
"6432","Scooby-Doo! Who's Watching Who?","other","THQ","October","2006"," E",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,4,0,2,0,1,3,1
"6440","Screamride","Frontier Developments","Microsoft Game Studios","March","2015"," E10+",8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,2,0,3
"6441","Screencheat","other","other","October","2014"," E10+",7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4,1,0,1,0,2,9
"6442","Screwjumper!","other","THQ","November","2007"," E10+",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,2,1,1,1,0,6,4
"6443","Scribblenauts","other","Warner Bros.  Interactive","September","2009"," E10+",8.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,14,2,8,12,3,9,20,11,40
"6445","Scribblenauts Unlimited","other","Warner Bros.  Interactive","November","2012"," E10+",8.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,5,2,3,7,5,5,9,9,20
"6446","Scribblenauts Unmasked: A DC Comics Adventure","other","Warner Bros.  Interactive","September","2013"," E10+",9.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,5,1,1,6,5,14
"6447","Scurge: Hive","other","SouthPeak Games","October","2006"," E10+",7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,6,2,2,2,2,9,6
"6448","Sea Dogs","other","Bethesda  Softworks","November","2000"," T",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,6,3,6,4,4,1,10,13,20
"6449","Sea Monsters: A Prehistoric Adventure","other","other","October","2007"," E",4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,2,3,6,3,4,5,12,15
"6451","Sea of Thieves","Rare","Microsoft","March","2018"," T",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,1,4,2,4,3,3,8,7
"6455","Secret Agent Clank","other","Sony Computer Entertainment","June","2008"," E10+",6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,7,0,8,7,6,5,10,16,21
"6456","Secret Command","Unknown","other","released",NA,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,2,1,5
"6457","Secret Files: Tunguska","other","DreamCatcher Interactive","October","2006"," T",7.6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,7,3,8,3,2,4,7,6,11
"6458","Secret Ponchos","other","other","September","2015"," T",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,8,2,3,3,2,2,7,6,13
"6459","Secret of Mana","Square","Square Enix","February","2018"," E10+",7.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,9,5,11,3,6,1,9,16,18
"6462","Section 8: Prejudice","other","other","May","2011"," T",6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,12,7,14,3,7,6,4,17,12
"6463","Seed","other","other","December","2009",NA,6.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,15,11,15,7,17,4,17,32,33
"6464","Seek and Destroy","Epic Games","other","May","1996",NA,6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,3,10,2,3,2,7,12,14
"6466","ToeJam & Earl","other","SEGA","December","1991",NA,7,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,8,7,4,5,6,3,8,11,22
"6467","Wonder Boy III: Monster Lair","SEGA","SEGA","released",NA,NA,4,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,4,6,5,4,1,8,11,13
"6468","Sonic the Hedgehog 2","Sonic Team","SEGA","December","1992"," E",8.5,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,12,2,10,10,8,6,19,15,36
"6469","Streets of Rage 2","other","SEGA","December","1992"," E",8.5,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,7,2,10,5,2,2,12,13,16
"6470","Sengoku Basara: Samurai Heroes","Capcom","Capcom","October","2010"," T",4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,4,0,5,4,3,1,6,8,15
"6474","Serious Sam: The Second Encounter","other","Take-Two Interactive ","February","2002"," M",9.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,22,6,19,16,13,10,20,24,41
"6475","Serious Sam 3: BFE","other","other","May","2014"," M",7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,8,1,8,5,5,1,6,12,20
"6476","Serious Sam HD: The First Encounter","other","Majesco","January","2010"," M",7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,22,6,19,16,13,10,20,24,41
"6478","Serious Sam: Next Encounter","Climax Studios","Take-Two Interactive ","April","2004"," M",6.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,4,1,2,1,2,4,5
"6479","Serious Sam: The First Encounter","other","Gathering of Developers (aka GOD Games)","March","2001"," M",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,22,6,19,16,13,10,20,24,41
"6480","Sesame Street: Once Upon a Monster","Double Fine Productions","Warner Bros.  Interactive","October","2011"," E",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,1,5,5,3,3,7,11,13
"6484","Seventh Cross","other","other","December","1999"," T",4.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,9,4,6,1,5,10,10
"6485","Blade of Darkness","other","Codemasters","February","2001"," M",8.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,12,4,10,6,11,3,8,20,24
"6488","Shadow Complex","other","Microsoft Game Studios","August","2009"," T",9.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,12,1,2,5,3,2,8,6,20
"6490","Shadow Hearts","other","Midway  Games","December","2001"," M",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,7,3,5,4,4,6,7,10,12
"6491","Shadow Hearts: From the New World","other","other","March","2006"," T",7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,12,2,11,5,8,5,10,10,19
"6492","Shadow Madness","other","Crave Entertainment","June","1999"," T",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1,6,1,5,1,2,7,8
"6494","Shadow Man: 2econd Coming","other","Acclaim Entertainment","February","2002"," M",7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,7,1,6,0,4,11,6
"6496","Shadow Squadron","SEGA","SEGA","released",NA," E",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1
"6497","Shadow Tactics: Blades of the Shogun","other","other","December","2016"," M",8.2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,6,4,15,4,7,6,8,17,14
"6499","Shadow Warrior 2","other","other","October","2016"," M",8.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,3,3,1,3,3,6,9
"6500","Shadow of Destiny","Konami TYO","Konami","March","2001"," T",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,11,3,7,8,7,10,7,9,15
"6501","Shadow of Rome","Capcom Production Studio 2","Capcom","February","2005"," M",7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,3,1,2,1,0,3,3
"6502","Shadow of the Beast","other","Sony Computer Entertainment","May","2016"," RP-M+",7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5,5,12,5,4,1,6,13,13
"6504","Shadow of the Colossus","other","Sony Computer Entertainment","February","2018"," T",9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,22,3,14,14,7,9,19,17,51
"6506","Shadow of the Tomb Raider","other","Square Enix","September","2018"," M",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,16,2,12,6,7,6,20,17,33
"6507","Shadowgate 64: Trials of the Four Towers","other","other","June","1999"," E",6.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,4,4,1,4,0,2,7,7
"6508","Shadowgate Classic","other","other","January","1999"," E",6,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,7,4,7,3,5,3,9,9,13
"6509","Shadowgrounds","other","other","April","2006"," M",7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,8,2,3,4,10,13,13
"6510","Shadowgrounds Survivor","other","other","December","2007"," M",7.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,2,5,3,1,3,6,8,8
"6511","Shadowrun","other","Microsoft","May","2007"," M",6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,20,5,19,17,14,9,31,25,53
"6513","Shadowrun Returns","other","other","July","2013",NA,7.3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,11,2,8,10,3,5,13,8,24
"6514","Shadowrun: Hong Kong","other","other","August","2015",NA,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,5,6,9,5,10,6,6,15,17
"6515","Shadows of the Damned","other","Electronic Arts","June","2011"," M",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,15,11,15,10,13,8,20,22,28
"6516","Shaman King: Power of Spirit","other","Konami","November","2004"," T",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,3,6,5,2,0,7,11,14
"6518","Shanghai","Atari Corp. (1984-2003)","Atari Corp. (1984-2003)","December","1991",NA,10,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,6,3,4,3,1,5,13,9,17
"6523","Shank 2","other","Electronic Arts","February","2012"," M",8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,7,3,4,2,6,8,8
"6524","Shantae and the Pirate's Curse","WayForward Technologies","other","October","2014"," T",8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,10,5,14,4,9,3,4,20,15
"6525","Shantae: Half-Genie Hero","WayForward Technologies","other","December","2016"," T",8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,17,4,10,12,8,7,12,20,30
"6526","Shantae: Risky's Revenge","WayForward Technologies","other","October","2010"," E10+",9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,11,3,11,5,6,4,2,12,17
"6528","Sharknado: The Video Game","other","Majesco","December","2014",NA,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,7,6,10,4,10,2,5,17,12
"6531","Shaun White Skateboarding","Ubisoft Montreal","Ubisoft","October","2010"," E10+",5.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,0,1,2,0,4
"6532","Shaun White Snowboarding","Ubisoft Montreal","Ubisoft","November","2008"," E",8.4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,0,3,2,2,0,2,5,3
"6533","Shaun White Snowboarding: World Stage","Ubisoft Montreal","Ubisoft","November","2009"," E",7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2
"6534","Shaun the Sheep","other","D3 Publisher","September","2008"," E",6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,8,0,3,8,5,2,10,7,31
"6535","Sheep","other","other","November","2000"," E",7.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,11,1,13,4,2,7,11,17,32
"6536","Looney Tunes: Sheep Raider","other","Infogrames","August","2001"," E",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,2,7,2,4,0,5,10,8
"6538","ShellShock: Nam '67","other","Eidos Interactive","September","2004"," M",5.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,0,1,5,1,7
"6540","Shenmue","SEGA-AM2","SEGA","N",NA," T",9.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,1,3,6,3,5,11,7,18
"6541","Shenmue II","SEGA-AM2","other","Not","in"," T",8.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"6542","Sherlock Holmes Versus Jack the Ripper","other","Focus Home Interactive","May","2009"," T",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,8,7,1,4,2,3,10,8
"6543","Sherlock Holmes: Nemesis","other","other","April","2008"," E10+",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,2,8
"6544","Sherlock Holmes: Crimes & Punishments","other","Focus Home Interactive","September","2014"," M",7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,3,4,5,2,2,8,11,17
"6545","Sherlock Holmes: The Awakened","other","cdv Software Entertainment","September","2007"," M",8.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,5,4,3,6,3,7,8,8
"6546","Sherlock Holmes: The Devil's Daughter","other","other","June","2016"," T",5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,2,2,6,3,4,9,7,12
"6548","Shift 2 Unleashed","other","Electronic Arts","March","2011"," E10+",8.5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,8,1,1,1,3,1,7,6,16
"6550","Shin Megami Tensei IV","Atlus","Atlus","July","2013"," RP",8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,14,2,8,13,9,5,17,12,39
"6551","Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon","Atlus","Atlus","May","2009"," M",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,7,6,9,4,8,4,9,11,19
"6553","Shin Megami Tensei: Devil Survivor Overclocked","other","Atlus","August","2011"," T",8.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,19,3,20,9,10,4,11,22,27
"6554","Shin Megami Tensei: Digital Devil Saga","Atlus","Atlus","May","2014"," M",7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,12,5,12,7,10,4,19,23,32
"6555","Shin Megami Tensei: Nocturne","Atlus","Atlus","October","2004"," M",8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,23,8,20,13,15,4,26,26,51
"6556","Shin Megami Tensei: Persona 3 Portable","Atlus","Atlus","July","2010"," M",8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,13,3,10,11,12,5,26,22,52
"6557","Attack on Titan: Humanity in Chains","other","Atlus","May","2015"," M",4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,2,3,2,1,4,7,10
"6558","Shining Force CD","other","SEGA","November","1994","E",8.5,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,10,2,7,14,4,7,15,13,25
"6559","Shining Force EXA","other","SEGA","March","2007"," E10+",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,11,4,13,7,2,9,9,14,31
