"","game_name","developer","publisher","Month","Year","age_rating","game_rating","Dreamcast","Wireless","Saturn","Android","iPad","iPhone","Arcade","GameCube","Genesis","Macintosh","PC","Nintendo","GameBoy","NES","PlayStation","Xbox","Wii","otherPlatform","Flight","Music","Simulation","Fighting","Platformer","Puzzle","Strategy","Adventure","RPG","Racing","Shooter","Sports","Action","otherGenre"
"2337","Hot Shots Golf: Open Tee","Clap Hanz","Sony Computer Entertainment","May","2005"," E10+","8.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2338","Hot Shots Golf Fore!","Clap Hanz","Sony Computer Entertainment","August","2004"," E","8.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2339","Hot Shots Golf: World Invitational","Clap Hanz","Sony Computer Entertainment","February","2012"," E","6.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2340","Hot Shots Golf 2","Clap Hanz","Sony Computer Entertainment","December","2006"," E","9.2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2341","Hot Shots Golf: Open Tee 2","Clap Hanz","Sony Computer Entertainment","June","2008"," E","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2342","Hot Shots Golf 3","Clap Hanz","Sony Computer Entertainment","March","2002"," E","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2343","Hot Shots Golf: Out of Bounds","Clap Hanz","Sony Computer Entertainment","March","2008"," E","8.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2344","Hot Shots Shorties -- Bundle Pack","Clap Hanz","Sony Computer Entertainment","January","2011"," E10+","5.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2345","Hot Shots Tennis","Clap Hanz","Sony Computer Entertainment","July","2007"," E","7.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2346","Hot Shots Tennis: Get a Grip","Clap Hanz","Sony Computer Entertainment","June","2010"," E","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2347","Everybody’s Gone to the Rapture","The Chinese Room","Sony Computer Entertainment","August","2015"," M","8.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2348","My Pokemon Ranch","Ambrella (Marigul)","Nintendo","June","2008"," E","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2349","Evil Dead: A Fistful of Boomstick","Vis Entertainment","THQ","June","2003"," M","6.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2350","Evil Dead: Hail to the King","Heavy Iron Studios","THQ","October","2000"," M","4.5","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"2351","Evil Islands: Curse of the Lost Soul","Nival Interactive","Fishtank Interactive","April","2001"," T","8.7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2352","Evil Zone","Yuke's Media Creations","Titus","July","1999"," T","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2353","Evolution 2: Far off Promise","Sting","Ubisoft","June","2000"," T","4.5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2354","Evolution Worlds","Sting","Ubisoft","December","2002"," E","5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2355","Evolution: The World of Sacred Device","Sting","Ubisoft","December","1999"," T","6.5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"2356","Evolva","Computer Artworks","Interplay","May","2000"," M","7.2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2357","Evolve","Turtle Rock Studios","2K Games","February","2015"," M","9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2358","Excalibur 2555 AD","Tempest","Sir-Tech Software","October","1997"," T","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2359","Excite Truck","Monster Games, Inc.","Nintendo","November","2006"," E","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2360","Excitebike","Nintendo R&D1","Nintendo","October","1985",NA,"8","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2361","Excitebike 64","Left Field  Productions, Inc.","Nintendo","May","2000"," E","9.7","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2362","Excitebike: World Rally","Monster Games, Inc.","Nintendo","November","2009"," E","7.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2363","Excitebots: Trick Racing","Monster Games, Inc.","Nintendo","April","2009"," E","8.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2364","Exit","Taito","Ubisoft","February","2006"," E","6.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2365","Exit 2","Taito","N/A","TBA",NA,NA,"7.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2366","Exodus from the Earth","Parallax Arts Studio","1C Entertainment","October","2008"," M","6.2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2367","Expand","Independent","Independent","September","2015"," E","8","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2368","Expendable","Rage Software","Infogrames","September","1999"," T","7.3","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2369","Expert Pool","Visual Sciences","Psygnosis","September","1999"," E","8.3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2370","Explodemon!","Curve Digital","Curve Digital","TBA",NA," RP-T+","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2371","Extermination","Deep Space","Sony Computer Entertainment","July","2001"," M","6.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2372","Extinction","Iron Galaxy Studios","Maximum Games","April","2018"," M","6.6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2373","Extreme Boards & Blades","Silverfish Studios","HeadGames Publishing","May","1999"," E","1.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2374","Extreme Bullrider","Radish Works","HeadGames Publishing","April","1999"," E","1.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2375","Extreme Hangman","SkyZone","SkyZone","July","2009",NA,"6.5","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2376","Extreme Mountain Biking","Creative Carnage","HeadGames Publishing","May","1999"," E","3.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2377","Extreme PaintBrawl","Creative Carnage","HeadGames Publishing","October","1998"," T","0.7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2378","Extreme PaintBrawl 2","Hoplite Research","HeadGames Publishing","December","1999"," T","2.6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2379","Extreme Rock Climbing","Creative Carnage","HeadGames Publishing","November","1999"," E","4.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2380","Extreme Rodeo","Radish Works","HeadGames Publishing","April","1999"," E","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2381","Extreme Sports with The Berenstain Bears","Ed Magnin and Associates","Sound Source Interactive","December","2000"," E","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2382","Extreme Tennis","HeadGames Publishing","HeadGames Publishing","January","1999"," E","2.3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2383","Extreme Watersports","HeadGames Publishing","HeadGames Publishing","April","1999"," E","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2384","Extreme Wintersports","Hammer Technologies","HeadGames Publishing","May","1999"," E","3.8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2385","Extreme-G","Probe","Acclaim Entertainment","October","1997","E","7.9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2386","Extreme-G 2","Probe","Acclaim Entertainment","November","1998"," E","6.9","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2387","EyePet: Your Virtual Pet","SIE London Studio","Sony Computer Entertainment","September","2010"," E","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2388","EyeToy: Groove","SIE London Studio","Sony Computer Entertainment","April","2004"," E","7.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"2389","EyeToy: Kinetic","SIE London Studio","Sony Computer Entertainment","November","2005"," E","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2390","EyeToy: Play","SIE London Studio","Sony Computer Entertainment","November","2003"," E","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2391","EyeToy: Play 2","SIE London Studio","Sony Computer Entertainment","August","2005"," E10+","7.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2392","F-1 Race","Nintendo","Nintendo","February","1991"," E","7","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2393","F-1 World Grand Prix","Paradigm Entertainment","Video System","July","1998"," E","8.3","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2394","F-1 World Grand Prix II","Paradigm Entertainment","Video System","Europe",NA," E","7.1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2395","F-16 Aggressor","Virgin Interactive","Bethesda  Softworks","April","1999"," E","7.3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2396","F-18 Thunder Strike","Morning Star Multimedia","Majesco","July","2000"," E","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"2397","F-22 Lightning 3","NovaLogic","NovaLogic","May","1999"," E","8.4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2398","F-24 Stealth Fighter","N/A","Majesco","February","2007"," E10+","3.5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2399","F-Zero","Nintendo EAD","Nintendo","August","1991"," E","7.5","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2400","F-Zero GX","Amusement Vision","Nintendo","August","2003"," T","9.3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2401","F-Zero X","Nintendo EAD","Nintendo","October","1998"," E","9.1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2402","F-Zero X Expansion Kit","Nintendo EAD","Nintendo","Japan","64DD",NA,"8.4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2403","F-Zero: GP Legend","Nintendo","Nintendo","September","2004"," E","8","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2404","F-Zero: Maximum Velocity","NDCube","Nintendo","June","2001"," E","9","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2405","F.E.A.R.","Monolith Productions","Sierra","October","2005"," M","9.2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2406","F.E.A.R. 2: Project Origin","Monolith Productions","Warner Bros.  Interactive","February","2009"," M","8.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2407","F.E.A.R. 3","Day 1 Studios","Warner Bros.  Interactive","June","2011"," M","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2408","F.E.A.R. Files","TimeGate","Sierra","November","2007"," M","6.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2409","F/A 18 Super Hornet","Digital Integration","Interplay","March","2000"," T","5.5","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"2410","F1 2000","Visual Sciences","Electronic Arts","March","2000"," E","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2411","F1 2001","Tiertex Design Studios","Electronic Arts","unreleased",NA,NA,"7.8","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2412","F1 2002","Visual Sciences","Electronic Arts","March","2002"," E","7.6","0","0","0","0","0","0","0","1","0","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2413","F1 2009","Sumo Digital","Codemasters","Import",NA," E","7.4","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2414","F1 2010","Codemasters Studios Birmingham","Codemasters","July","2011",NA,"8.5","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2415","F1 2011","Codemasters Studios Birmingham","Codemasters","September","2011"," E","8.5","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
