"","game_name","developer","publisher","Month","Year","age_rating","game_rating","Dreamcast","Wireless","Saturn","Android","iPad","iPhone","Arcade","GameCube","Genesis","Macintosh","PC","Nintendo","GameBoy","NES","PlayStation","Xbox","Wii","otherPlatform","Flight","Music","Simulation","Fighting","Platformer","Puzzle","Strategy","Adventure","RPG","Racing","Shooter","Sports","Action","otherGenre"
"4481","Mega Man ZX","Capcom","Capcom","September","2006"," E","8.2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4482","Mega Man ZX Advent","Capcom","Capcom","October","2007"," E10+","8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4483","Mega Man Zero","Capcom Production Studio 2","Capcom","September","2002"," E","8.8","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4484","Mega Man Zero 2","Capcom","Capcom","October","2003"," E","8","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4485","Mega Man Zero 3","Capcom","Capcom","October","2004"," E","8","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4486","Mega Man Zero 4","Capcom","Capcom","October","2005"," E","7.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4487","Mega Man Zero Collection","Capcom","Capcom","June","2010"," E","8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4488","Mega Man: Dr. Wily's Revenge","Capcom","Capcom","November","1991"," E","7.5","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4489","Men In Black: The Series","Tiertex Design Studios","Crave Entertainment","March","1999"," E","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4490","Men In Black: The Series 2","David A. Palmer Productions","Crave Entertainment","July","2000"," E","5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4491","Men Of War: Vietnam","1C Entertainment","1C Entertainment","September","2011"," T","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"4492","Men of War","Best Way","Aspyr","December","2009"," M","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"4493","Mercenaries","Pandemic Studios","LucasArts","January","2005"," T","9.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"4494","Mercenaries 2: World in Flames","Pandemic Studios","Electronic Arts","August","2008"," T","7.9","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"4495","Mercenary Kings","Tribute Games","N/A","July","2013"," T","8","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4496","Merchant Prince II","Holistic Design","TalonSoft","May","2001"," E","7.3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"4497","Mercury Hg","Eiconic Games","Ignition Entertainment","September","2011"," E","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4498","Mercury Meltdown","Ignition Banbury","Ignition Entertainment","canceled",NA,NA,"8.5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4499","Messiah","Shiny Entertainment","Interplay","March","2000"," M","7.5","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0"
"4500","Metal Dungeon","Panther Software (JP)","Xicat Interactive","December","2002"," T","3.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"4501","Metal Fatigue","Zono, Inc.","Psygnosis","July","2000"," T","7.1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"4502","Metal Gear Acid 2","Kojima Productions [2005-2015]","Konami","March","2006"," M","7.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"4503","Metal Gear Rising: Revengeance","PlatinumGames","Konami","February","2013"," M","8.5","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4504","Metal Gear Solid","Konami","Konami","October","1998"," M","9.8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4505","Metal Gear Solid 2: Sons of Liberty","Konami JPN (KCEJ)","Konami","November","2001"," M","9.7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4506","Metal Gear Solid 2: Substance","Konami JPN (KCEJ)","Konami","November","2002"," M","9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4507","Metal Gear Solid 3: Subsistence","Kojima Productions [2005-2015]","Konami","March","2006"," M","9.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4508","Metal Gear Solid 3D Snake Eater","N/A","Konami","February","2012"," M","8.5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4509","Metal Gear Solid 4: Guns of the Patriots","Kojima Productions [2005-2015]","Konami","June","2008"," M","9.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4510","Metal Gear Solid Digital Graphic Novel","Kojima Productions [2005-2015]","Konami","June","2006"," M","8.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"4511","Metal Gear Solid HD Collection","Kojima Productions [2005-2015]","Konami","November","2011"," M","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4512","Metal Gear Solid HD Collection [PS Vita]","Kojima Productions [2005-2015]","Konami","June","2012"," M","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4513","Metal Gear Solid Touch","Konami","Konami","April","2010",NA,"6","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4514","Metal Gear Solid V: Ground Zeroes","Kojima Productions [2005-2015]","Konami","December","2014"," M","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4515","Metal Gear Solid V: The Phantom Pain","Kojima Productions [2005-2015]","Konami","September","2015"," M","10","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4516","Metal Gear Solid [2000]","Konami OSA (KCEO)","Konami","May","2000"," E","10","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4517","Metal Gear Solid: Peace Walker","Kojima Productions [2005-2015]","Konami","June","2010"," T","9.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4518","Metal Gear Solid: Portable Ops","Kojima Productions [2005-2015]","Konami","December","2006"," M","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4519","Metal Gear Solid: Portable Ops","Kojima Productions [2005-2015]","Konami","TBA","only",NA,"6.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4520","Metal Gear Solid: VR Missions","Konami","Konami","September","1999"," M","7.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4521","Metal Gear Survive","Konami","Konami","February","2018"," M","6.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4522","Metal Marines","Namco","Namco Hometek","December","1993",NA,"7.5","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"4523","Metal Saga","Createch","Atlus","April","2006"," T","7","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"4524","Metal Slug","SNK [1978-2001]","SEGA","Import",NA,NA,"8.5","0","0","1","0","0","1","1","0","0","0","0","1","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"4525","Metal Slug 2","Unknown","SNK [1978-2001]","released",NA,NA,"7.5","0","0","0","0","0","1","1","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"4526","Metal Slug 3","SNK [1978-2001]","D4 Enterprise","May","2012"," T","6.8","0","0","0","1","0","1","1","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"4527","Metal Slug 7","SNK Playmore","Ignition Entertainment","November","2008"," T","7","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4528","Metal Slug Anthology","Terminal Reality","SNK Playmore","February","2007"," T","7.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4529","Metal Slug X","SNK [1978-2001]","SNK [1978-2001]","January","1999"," T","9","0","0","0","0","0","1","1","0","0","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"4530","Metal Slug XX","SNK Playmore","Atlus","February","2010"," T","6.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4531","Metal Slug: 2nd Mission","SNK [1978-2001]","SNK [1978-2001]","April","2000"," E","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4532","Metal Walker","Capcom","Capcom","February","2001"," E","8","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"4533","Meteos Wars","Q Entertainment","Q Entertainment","December","2008"," E","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4534","Meteos: Disney Magic","Q Entertainment","Disney Interactive Studios","February","2007"," E","8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4535","Metrico","Digital Dreams Games","Digital Dreams Games","August","2014"," E","6.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4536","Metro 2033","4A Games","THQ","March","2010"," M","7.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"4537","Metro Exodus","4A Games","N/A","February","2019"," M","8.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"4538","Metro: Last Light","4A Games","Deep Silver","May","2013"," M","7.2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"4539","Metro: Redux","4A Games","N/A","August","2014"," M","8.6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"4540","Metroid","Nintendo R&D1","Nintendo","December","1987",NA,"6","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4541","Metroid Fusion","Nintendo R&D1","Nintendo","November","2002"," E","9.5","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4542","Metroid II: Return of Samus","Nintendo R&D1","Nintendo","October","1992",NA,"9","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4543","Metroid Prime","Retro Studios, Inc.","Nintendo","November","2002"," T","9.8","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"4544","Metroid Prime 2: Echoes","Retro Studios, Inc.","Nintendo","November","2004"," T","9.5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"4545","Metroid Prime 3: Corruption","Retro Studios, Inc.","Nintendo","August","2007"," T","9.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4546","Metroid Prime Pinball","Fuse Games","Nintendo","October","2005"," E","8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4547","Metroid Prime Trilogy","Retro Studios, Inc.","Nintendo","August","2009"," T","9.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4548","Metroid Prime: Federation Force","Next Level Games","Nintendo","August","2016"," T","5.9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"4549","Metroid Prime: Hunters","NST","Nintendo","March","2006"," T","9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4550","Metroid: Other M","Team Ninja","Nintendo","August","2010"," T","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4551","Metroid: Samus Returns","MercurySteam","Nintendo","September","2017"," E10+","8.5","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4552","Metroid: Zero Mission","Nintendo R&D1","Nintendo","February","2004"," E","9","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4553","Metropolis Street Racer","Bizarre Creations","SEGA","January","2001"," E","9.1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"4554","Metropolismania","Media Factory","Natsume","October","2002"," T","6.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"4555","MiG Alley","Rowan Software","Empire Interactive","December","1999"," E","9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"4556","Mia Hamm Soccer 64","Silicon Dreams","SouthPeak Games","November","2000"," E","4.8","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"4557","Mia Hamm Soccer Shootout","Aqua Pacific","SouthPeak Games","October","2000"," E","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"4558","Miami Nights: Singles in the City","Gameloft","Gameloft","November","2006",NA,"4","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"4559","Miami Vice","Rebellion","Sierra","July","2006"," M","6.6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0"
"4560","Michael Jackson's Moonwalker","Ultimate Productions","SEGA","December","1990",NA,"4.5","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4561","Michael Jackson: The Experience","Ubisoft Montreal","Ubisoft","April","2011"," E10+","3.5","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"4562","Michelin Rally Masters Race of Champions","DICE  (Digital Illusions CE)","Infogrames","September","2000"," E","9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"4563","Mickey's Racing Adventure","Rare","Nintendo","November","1999"," E","8","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"4564","Mickey's Speedway USA","Rare","Nintendo","November","2000"," E","6.8","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"4565","Micro Machines V3","Codemasters","Midway  Games","January","1998"," E","8.7","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"4566","Micro Machines I & II: Twin Turbo","Virtucraft Ltd.","THQ","January","2000"," E","9","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"4567","Micro Machines V4","Supersonic Software","Codemasters","June","2006"," E","7","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"4568","Micro Machines [2002]","Infogrames Sheffield House","Infogrames","April","2003"," E","4","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"4569","Micromon","ZigZaGame Inc.","ZigZaGame Inc.","July","2014",NA,"6.7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"4570","Microsoft Baseball 2000","Wizbang! Software Productions","Microsoft","April","1999"," E","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"4571","Microsoft Baseball 2001","Microsoft","Microsoft","March","2000"," E","7.9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"4572","Microsoft Flight","Microsoft Game Studios","Microsoft","February","2012"," E","5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4573","Microsoft Flight Simulator 2000","Microsoft","Microsoft","November","1999"," E","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4574","Microsoft Flight Simulator 2002","Microsoft","Microsoft","November","2001"," E","9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4575","Microsoft Flight Simulator 2004: A Century of Flight","Microsoft","Microsoft","July","2003"," E","9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4576","Microsoft Flight Simulator X","ACES Game Studio","Microsoft","October","2006"," E","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4577","Microsoft Flight Simulator X: Acceleration","ACES Game Studio","Microsoft","October","2007"," E10+","8.2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4578","Microsoft Golf 1999 Edition","Microsoft","Microsoft","January","1999"," E","7.4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"4579","Microsoft Golf 2001 Edition","Microsoft","Microsoft","August","2000"," E","7.7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"4580","Microsoft International Soccer 2000","Rage Software","Microsoft","October","1999"," E","7.6","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"4581","Microsoft Pinball Arcade","Microsoft","Microsoft","December","1998"," E","5.2","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4582","Microsoft Puzzle Collection","Conspiracy Entertainment","Classified Games","October","2000"," E","8","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4583","Microsoft Train Simulator","Microsoft","Microsoft","June","2001"," E","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"4584","Middle-earth: Shadow of Mordor","Monolith Productions","Warner Bros.  Interactive","September","2014"," M","9.3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4585","Middle-earth: Shadow of Mordor: The Bright Lord","Monolith Productions","Warner Bros.  Interactive","February","2015",NA,"6.8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4586","Middle-earth: Shadow of War","Monolith Productions","Warner Bros.  Interactive","October","2017"," M","9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4587","Middle-earth: Shadow of War -- The Blade of Galadriel","Monolith Productions","Warner Bros.  Interactive","February","2018"," M","6.8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4588","Middle-earth: Shadow of War -- The Desolation of Mordor","Monolith Productions","Warner Bros.  Interactive","May","2018"," M","7.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4589","Midnight Bowling","Gameloft","Gameloft","October","2008"," E","4.9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"4590","Midnight Bowling 3D","Gameloft","Gameloft","December","2005",NA,"8.5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"4591","Midnight Club 3: DUB Edition Remix","Rockstar San Diego","Rockstar  Games","December","2012"," E10+","9.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"4592","Midnight Club II","Rockstar San Diego","Rockstar  Games","April","2003"," T","9.1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"4593","Midnight Club: Los Angeles","Rockstar San Diego","Rockstar  Games","October","2008"," T","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"4594","Midnight Club: Los Angeles -- Complete Edition","Rockstar San Diego","Rockstar  Games","September","2009"," T","8.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"4595","Midnight Club: Street Racing","Angel Studios","Rockstar  Games","October","2000"," T","8.6","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"4596","Midnight Nowhere","Saturn Plus","Buka Entertainment","March","2004"," M","7.8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"4597","Midnight Pool","Gameloft","Gameloft","August","2008"," E","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"4598","Midnight Star","Industrial Toys","Industrial Toys","December","2014",NA,"6.5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"4599","Midtown Madness","Angel Studios","Microsoft","May","1999"," E","8.4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"4600","Midtown Madness 2","Angel Studios","Microsoft","September","2000"," E","8.5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"4601","Midway Arcade Origins","Backbone Entertainment","Warner Bros.  Interactive","November","2012"," T","5.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4602","Midway Arcade Treasures","Digital Eclipse Software","Midway  Games","November","2003"," T","7","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4603","Midway Arcade Treasures 2","Digital Eclipse Software","Midway  Games","October","2004"," M","7.8","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4604","Midway's Greatest Arcade Hits","Pocket Studios","Midway  Games","November","2001"," E","3.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"4605","Midway's Greatest Arcade Hits Volume I","Midway  Games","Midway  Games","June","2000"," E","7.5","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4606","Might & Magic Heroes VI","Blackhole Games","Ubisoft","October","2011"," T","8","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"4607","Might & Magic Heroes VII","Limbic Entertainment","Ubisoft","September","2015"," T","6.4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
