"","rn","meanImp","medianImp","minImp","maxImp","normHits","decision"
"137","V1_BioWare",3.84747537237365,3.97711373963004,1.96699542708223,5.28094122946453,0.727272727272727,"Confirmed"
"138","`V1_Blitz Games`",0.962079692099323,0.987365748621231,-0.590221320347103,2.37984173355865,0,"Rejected"
"139","`V1_Blizzard Entertainment.1`",3.01496729205211,3.08453011112601,1.60255889539313,3.75444898575245,0.0101010101010101,"Rejected"
"140","`V1_Bungie Software`",0.980901044677828,1.25545420800112,-0.589582682980226,1.93541424539344,0,"Rejected"
"141","V1_Capcom.1",0.772655936765066,0.586276139437015,-0.491922366434548,2.06114402920028,0,"Rejected"
"142","`V1_Capcom Production Studio 1`",1.18064454432785,1.04926877349605,-0.0709742428898972,2.22907493827345,0,"Rejected"
"143","`V1_Capcom Production Studio 2`",1.82484780566245,1.97453537945471,-1.46908575841352,3.5614725784364,0.0101010101010101,"Rejected"
"144","`V1_Climax Studios`",1.42701001765933,1.49311872425945,-0.785203238959885,4.32051614552008,0.0101010101010101,"Rejected"
"145","V1_Codemasters.1",1.51478571345708,1.34255950063784,-0.998342245657409,2.93406791906197,0,"Rejected"
"146","`V1_Creative Assembly`",0.111297250020562,-0.258303988485399,-2.20538384828562,2.2165664328734,0,"Rejected"
"147","`V1_Crystal Dynamics`",0.922265521475511,1.09204092571784,-1.30274022198277,2.0789939390924,0,"Rejected"
"148","V1_CyberConnect2",1.4925901069941,1.7060625998423,-0.904202095313107,2.91165349806013,0,"Rejected"
"149","`V1_Data Design Interactive`",-1.09933359638782,-0.979065237622066,-3.46150476758153,0.470499426285281,0,"Rejected"
"150","`V1_Data East`",0,0,0,0,0,"Rejected"
"151","`V1_DICE  (Digital Illusions CE)`",0.86419376334797,0.973833123418853,-0.896025244042361,1.98774880936141,0,"Rejected"
"152","`V1_Digital Eclipse Software`",0.947500814944198,0.943047467189204,-1.37597384168249,2.04773650595072,0,"Rejected"
"153","V1_Dimps",-1.33937910838216,-1.23909024698361,-3.95426243091626,0.154161230405348,0,"Rejected"
"154","`V1_Double Fine Productions`",0.55822393336103,0.914993963082994,-1.55363597850383,2.25210861546211,0,"Rejected"
"155","`V1_EA Canada`",1.6616400362917,1.69776354783793,0.22571373157903,3.298831893786,0,"Rejected"
"156","`V1_EA Los Angeles`",0.151386396689442,0.0891178880636202,-1.5863623301893,1.67939179200565,0,"Rejected"
"157","`V1_EA Tiburon`",-0.577162582575357,-0.727218082251055,-1.88549352276679,1.47383751063504,0,"Rejected"
"158","`V1_Electronic Arts.1`",0.595561886210961,0.619554741200333,-1.41452533148522,2.74460533901216,0,"Rejected"
"159","`V1_Epic Games`",-1.88631993010932,-1.8370011808452,-3.53445022520046,-0.645658692323608,0,"Rejected"
